Source Name	ERS	Type	MaterialType	ExtractName	AssayName	ERX	ERR
a2i_3_69	ERS1032164	a2i	single_cell	a2i_3_69	Teichmann_a2i_3_69_	ERX1283591	ERR1211340
a2i_3_70	ERS1032165	a2i	single_cell	a2i_3_70	Teichmann_a2i_3_70_	ERX1283592	ERR1211341
a2i_3_71	ERS1032166	a2i	single_cell	a2i_3_71	Teichmann_a2i_3_71_	ERX1283593	ERR1211342
a2i_3_72	ERS1032167	a2i	single_cell	a2i_3_72	Teichmann_a2i_3_72_	ERX1283594	ERR1211343
a2i_3_73	ERS1032168	a2i	single_cell	a2i_3_73	Teichmann_a2i_3_73_	ERX1283595	ERR1211344
a2i_3_74	ERS1032169	a2i	single_cell	a2i_3_74	Teichmann_a2i_3_74_	ERX1283596	ERR1211345
a2i_3_75	ERS1032170	a2i	single_cell	a2i_3_75	Teichmann_a2i_3_75_	ERX1283597	ERR1211346
a2i_3_76	ERS1032171	a2i	single_cell	a2i_3_76	Teichmann_a2i_3_76_	ERX1283598	ERR1211347
a2i_3_77	ERS1032172	a2i	single_cell	a2i_3_77	Teichmann_a2i_3_77_	ERX1283599	ERR1211348
a2i_3_78	ERS1032173	a2i	single_cell	a2i_3_78	Teichmann_a2i_3_78_	ERX1283600	ERR1211349
a2i_3_79	ERS1032174	a2i	single_cell	a2i_3_79	Teichmann_a2i_3_79_	ERX1283601	ERR1211350
a2i_3_80	ERS1032175	a2i	single_cell	a2i_3_80	Teichmann_a2i_3_80_	ERX1283602	ERR1211351
a2i_3_81	ERS1032176	a2i	single_cell	a2i_3_81	Teichmann_a2i_3_81_	ERX1283603	ERR1211352
a2i_3_82	ERS1032177	a2i	single_cell	a2i_3_82	Teichmann_a2i_3_82_	ERX1283604	ERR1211353
a2i_3_83	ERS1032178	a2i	single_cell	a2i_3_83	Teichmann_a2i_3_83_	ERX1283605	ERR1211354
a2i_3_84	ERS1032179	a2i	single_cell	a2i_3_84	Teichmann_a2i_3_84_	ERX1283606	ERR1211355
a2i_3_85	ERS1032180	a2i	single_cell	a2i_3_85	Teichmann_a2i_3_85_	ERX1283607	ERR1211356
a2i_3_86	ERS1032181	a2i	single_cell	a2i_3_86	Teichmann_a2i_3_86_	ERX1283608	ERR1211357
a2i_3_87	ERS1032182	a2i	single_cell	a2i_3_87	Teichmann_a2i_3_87_	ERX1283609	ERR1211358
a2i_3_88	ERS1032183	a2i	single_cell	a2i_3_88	Teichmann_a2i_3_88_	ERX1283610	ERR1211359
a2i_3_89	ERS1032184	a2i	single_cell	a2i_3_89	Teichmann_a2i_3_89_	ERX1283611	ERR1211360
a2i_3_90	ERS1032185	a2i	single_cell	a2i_3_90	Teichmann_a2i_3_90_	ERX1283612	ERR1211361
a2i_3_91	ERS1032186	a2i	single_cell	a2i_3_91	Teichmann_a2i_3_91_	ERX1283613	ERR1211362
a2i_3_92	ERS1032187	a2i	single_cell	a2i_3_92	Teichmann_a2i_3_92_	ERX1283614	ERR1211363
a2i_3_93	ERS1032188	a2i	single_cell	a2i_3_93	Teichmann_a2i_3_93_	ERX1283615	ERR1211364
a2i_3_94	ERS1032189	a2i	single_cell	a2i_3_94	Teichmann_a2i_3_94_	ERX1283616	ERR1211365
a2i_3_95	ERS1032190	a2i	single_cell	a2i_3_95	Teichmann_a2i_3_95_	ERX1283617	ERR1211366
a2i_3_96	ERS1032191	a2i	single_cell	a2i_3_96	Teichmann_a2i_3_96_	ERX1283618	ERR1211367
serum_3_1	ERS1032192	serum	single_cell	serum_3_1	Teichmann_serum_3_1_	ERX1283619	ERR1211368
serum_3_2	ERS1032193	serum	single_cell	serum_3_2	Teichmann_serum_3_2_	ERX1283620	ERR1211369
serum_3_3	ERS1032194	serum	single_cell	serum_3_3	Teichmann_serum_3_3_	ERX1283621	ERR1211370
serum_3_4	ERS1032195	serum	single_cell	serum_3_4	Teichmann_serum_3_4_	ERX1283622	ERR1211371
serum_3_5	ERS1032196	serum	single_cell	serum_3_5	Teichmann_serum_3_5_	ERX1283623	ERR1211372
serum_3_6	ERS1032197	serum	single_cell	serum_3_6	Teichmann_serum_3_6_	ERX1283624	ERR1211373
serum_3_7	ERS1032198	serum	single_cell	serum_3_7	Teichmann_serum_3_7_	ERX1283625	ERR1211374
serum_3_8	ERS1032199	serum	single_cell	serum_3_8	Teichmann_serum_3_8_	ERX1283626	ERR1211375
serum_3_9	ERS1032200	serum	single_cell	serum_3_9	Teichmann_serum_3_9_	ERX1283627	ERR1211376
serum_3_10	ERS1032201	serum	single_cell	serum_3_10	Teichmann_serum_3_10_	ERX1283628	ERR1211377
serum_3_11	ERS1032202	serum	single_cell	serum_3_11	Teichmann_serum_3_11_	ERX1283629	ERR1211378
serum_3_12	ERS1032203	serum	single_cell	serum_3_12	Teichmann_serum_3_12_	ERX1283630	ERR1211379
serum_3_13	ERS1032204	serum	single_cell	serum_3_13	Teichmann_serum_3_13_	ERX1283631	ERR1211380
serum_3_14	ERS1032205	serum	single_cell	serum_3_14	Teichmann_serum_3_14_	ERX1283632	ERR1211381
serum_3_15	ERS1032206	serum	single_cell	serum_3_15	Teichmann_serum_3_15_	ERX1283633	ERR1211382
serum_3_16	ERS1032207	serum	single_cell	serum_3_16	Teichmann_serum_3_16_	ERX1283634	ERR1211383
serum_3_17	ERS1032208	serum	single_cell	serum_3_17	Teichmann_serum_3_17_	ERX1283635	ERR1211384
serum_3_18	ERS1032209	serum	single_cell	serum_3_18	Teichmann_serum_3_18_	ERX1283636	ERR1211385
serum_3_19	ERS1032210	serum	single_cell	serum_3_19	Teichmann_serum_3_19_	ERX1283637	ERR1211386
serum_3_20	ERS1032211	serum	single_cell	serum_3_20	Teichmann_serum_3_20_	ERX1283638	ERR1211387
serum_3_21	ERS1032212	serum	single_cell	serum_3_21	Teichmann_serum_3_21_	ERX1283639	ERR1211388
serum_3_22	ERS1032213	serum	single_cell	serum_3_22	Teichmann_serum_3_22_	ERX1283640	ERR1211389
serum_3_23	ERS1032214	serum	single_cell	serum_3_23	Teichmann_serum_3_23_	ERX1283641	ERR1211390
serum_3_24	ERS1032215	serum	single_cell	serum_3_24	Teichmann_serum_3_24_	ERX1283642	ERR1211391
serum_3_25	ERS1032216	serum	single_cell	serum_3_25	Teichmann_serum_3_25_	ERX1283643	ERR1211392
serum_3_26	ERS1032217	serum	single_cell	serum_3_26	Teichmann_serum_3_26_	ERX1283644	ERR1211393
serum_3_27	ERS1032218	serum	single_cell	serum_3_27	Teichmann_serum_3_27_	ERX1283645	ERR1211394
serum_3_28	ERS1032219	serum	single_cell	serum_3_28	Teichmann_serum_3_28_	ERX1283646	ERR1211395
serum_3_29	ERS1032220	serum	single_cell	serum_3_29	Teichmann_serum_3_29_	ERX1283647	ERR1211396
serum_3_30	ERS1032221	serum	single_cell	serum_3_30	Teichmann_serum_3_30_	ERX1283648	ERR1211397
serum_3_31	ERS1032222	serum	single_cell	serum_3_31	Teichmann_serum_3_31_	ERX1283649	ERR1211398
serum_3_32	ERS1032223	serum	single_cell	serum_3_32	Teichmann_serum_3_32_	ERX1283650	ERR1211399
serum_3_33	ERS1032224	serum	single_cell	serum_3_33	Teichmann_serum_3_33_	ERX1283651	ERR1211400
serum_3_34	ERS1032225	serum	single_cell	serum_3_34	Teichmann_serum_3_34_	ERX1283652	ERR1211401
serum_3_35	ERS1032226	serum	single_cell	serum_3_35	Teichmann_serum_3_35_	ERX1283653	ERR1211402
serum_3_36	ERS1032227	serum	single_cell	serum_3_36	Teichmann_serum_3_36_	ERX1283654	ERR1211403
serum_3_37	ERS1032228	serum	single_cell	serum_3_37	Teichmann_serum_3_37_	ERX1283655	ERR1211404
serum_3_38	ERS1032229	serum	single_cell	serum_3_38	Teichmann_serum_3_38_	ERX1283656	ERR1211405
serum_3_39	ERS1032230	serum	single_cell	serum_3_39	Teichmann_serum_3_39_	ERX1283657	ERR1211406
serum_3_40	ERS1032231	serum	single_cell	serum_3_40	Teichmann_serum_3_40_	ERX1283658	ERR1211407
serum_3_41	ERS1032232	serum	single_cell	serum_3_41	Teichmann_serum_3_41_	ERX1283659	ERR1211408
serum_3_42	ERS1032233	serum	single_cell	serum_3_42	Teichmann_serum_3_42_	ERX1283660	ERR1211409
serum_3_43	ERS1032234	serum	single_cell	serum_3_43	Teichmann_serum_3_43_	ERX1283661	ERR1211410
serum_3_44	ERS1032235	serum	single_cell	serum_3_44	Teichmann_serum_3_44_	ERX1283662	ERR1211411
serum_3_45	ERS1032236	serum	single_cell	serum_3_45	Teichmann_serum_3_45_	ERX1283663	ERR1211412
serum_3_46	ERS1032237	serum	single_cell	serum_3_46	Teichmann_serum_3_46_	ERX1283664	ERR1211413
serum_3_47	ERS1032238	serum	single_cell	serum_3_47	Teichmann_serum_3_47_	ERX1283665	ERR1211414
serum_3_48	ERS1032239	serum	single_cell	serum_3_48	Teichmann_serum_3_48_	ERX1283666	ERR1211415
serum_3_49	ERS1032240	serum	single_cell	serum_3_49	Teichmann_serum_3_49_	ERX1283667	ERR1211416
serum_3_50	ERS1032241	serum	single_cell	serum_3_50	Teichmann_serum_3_50_	ERX1283668	ERR1211417
serum_3_51	ERS1032242	serum	single_cell	serum_3_51	Teichmann_serum_3_51_	ERX1283669	ERR1211418
serum_3_52	ERS1032243	serum	single_cell	serum_3_52	Teichmann_serum_3_52_	ERX1283670	ERR1211419
serum_3_53	ERS1032244	serum	single_cell	serum_3_53	Teichmann_serum_3_53_	ERX1283671	ERR1211420
serum_3_54	ERS1032245	serum	single_cell	serum_3_54	Teichmann_serum_3_54_	ERX1283672	ERR1211421
serum_3_55	ERS1032246	serum	single_cell	serum_3_55	Teichmann_serum_3_55_	ERX1283673	ERR1211422
serum_3_56	ERS1032247	serum	single_cell	serum_3_56	Teichmann_serum_3_56_	ERX1283674	ERR1211423
serum_3_57	ERS1032248	serum	single_cell	serum_3_57	Teichmann_serum_3_57_	ERX1283675	ERR1211424
serum_3_58	ERS1032249	serum	single_cell	serum_3_58	Teichmann_serum_3_58_	ERX1283676	ERR1211425
serum_3_59	ERS1032250	serum	single_cell	serum_3_59	Teichmann_serum_3_59_	ERX1283677	ERR1211426
serum_3_60	ERS1032251	serum	single_cell	serum_3_60	Teichmann_serum_3_60_	ERX1283678	ERR1211427
serum_3_61	ERS1032252	serum	single_cell	serum_3_61	Teichmann_serum_3_61_	ERX1283679	ERR1211428
serum_3_62	ERS1032253	serum	single_cell	serum_3_62	Teichmann_serum_3_62_	ERX1283680	ERR1211429
serum_3_63	ERS1032254	serum	single_cell	serum_3_63	Teichmann_serum_3_63_	ERX1283681	ERR1211430
serum_3_64	ERS1032255	serum	single_cell	serum_3_64	Teichmann_serum_3_64_	ERX1283682	ERR1211431
serum_3_65	ERS1032256	serum	single_cell	serum_3_65	Teichmann_serum_3_65_	ERX1283683	ERR1211432
serum_3_66	ERS1032257	serum	single_cell	serum_3_66	Teichmann_serum_3_66_	ERX1283684	ERR1211433
serum_3_67	ERS1032258	serum	single_cell	serum_3_67	Teichmann_serum_3_67_	ERX1283685	ERR1211434
serum_3_68	ERS1032259	serum	single_cell	serum_3_68	Teichmann_serum_3_68_	ERX1283686	ERR1211435
serum_3_69	ERS1032260	serum	single_cell	serum_3_69	Teichmann_serum_3_69_	ERX1283687	ERR1211436
serum_3_70	ERS1032261	serum	single_cell	serum_3_70	Teichmann_serum_3_70_	ERX1283688	ERR1211437
serum_3_71	ERS1032262	serum	single_cell	serum_3_71	Teichmann_serum_3_71_	ERX1283689	ERR1211438
serum_3_72	ERS1032263	serum	single_cell	serum_3_72	Teichmann_serum_3_72_	ERX1283690	ERR1211439
serum_3_73	ERS1032264	serum	single_cell	serum_3_73	Teichmann_serum_3_73_	ERX1283691	ERR1211440
serum_3_74	ERS1032265	serum	single_cell	serum_3_74	Teichmann_serum_3_74_	ERX1283692	ERR1211441
serum_3_75	ERS1032266	serum	single_cell	serum_3_75	Teichmann_serum_3_75_	ERX1283693	ERR1211442
serum_3_76	ERS1032267	serum	single_cell	serum_3_76	Teichmann_serum_3_76_	ERX1283694	ERR1211443
serum_3_77	ERS1032268	serum	single_cell	serum_3_77	Teichmann_serum_3_77_	ERX1283695	ERR1211444
serum_3_78	ERS1032269	serum	single_cell	serum_3_78	Teichmann_serum_3_78_	ERX1283696	ERR1211445
serum_3_79	ERS1032270	serum	single_cell	serum_3_79	Teichmann_serum_3_79_	ERX1283697	ERR1211446
serum_3_80	ERS1032271	serum	single_cell	serum_3_80	Teichmann_serum_3_80_	ERX1283698	ERR1211447
serum_3_81	ERS1032272	serum	single_cell	serum_3_81	Teichmann_serum_3_81_	ERX1283699	ERR1211448
serum_3_82	ERS1032273	serum	single_cell	serum_3_82	Teichmann_serum_3_82_	ERX1283700	ERR1211449
serum_3_83	ERS1032274	serum	single_cell	serum_3_83	Teichmann_serum_3_83_	ERX1283701	ERR1211450
serum_3_84	ERS1032275	serum	single_cell	serum_3_84	Teichmann_serum_3_84_	ERX1283702	ERR1211451
serum_3_85	ERS1032276	serum	single_cell	serum_3_85	Teichmann_serum_3_85_	ERX1283703	ERR1211452
serum_3_86	ERS1032277	serum	single_cell	serum_3_86	Teichmann_serum_3_86_	ERX1283704	ERR1211453
serum_3_87	ERS1032278	serum	single_cell	serum_3_87	Teichmann_serum_3_87_	ERX1283705	ERR1211454
serum_3_88	ERS1032279	serum	single_cell	serum_3_88	Teichmann_serum_3_88_	ERX1283706	ERR1211455
serum_3_89	ERS1032280	serum	single_cell	serum_3_89	Teichmann_serum_3_89_	ERX1283707	ERR1211456
serum_3_90	ERS1032281	serum	single_cell	serum_3_90	Teichmann_serum_3_90_	ERX1283708	ERR1211457
serum_3_91	ERS1032282	serum	single_cell	serum_3_91	Teichmann_serum_3_91_	ERX1283709	ERR1211458
serum_3_92	ERS1032283	serum	single_cell	serum_3_92	Teichmann_serum_3_92_	ERX1283710	ERR1211459
serum_3_93	ERS1032284	serum	single_cell	serum_3_93	Teichmann_serum_3_93_	ERX1283711	ERR1211460
serum_3_94	ERS1032285	serum	single_cell	serum_3_94	Teichmann_serum_3_94_	ERX1283712	ERR1211461
serum_3_95	ERS1032286	serum	single_cell	serum_3_95	Teichmann_serum_3_95_	ERX1283713	ERR1211462
serum_3_96	ERS1032287	serum	single_cell	serum_3_96	Teichmann_serum_3_96_	ERX1283714	ERR1211463
2i_4_1	ERS1032288	2i	single_cell	2i_4_1	Teichmann_2i_4_1_	ERX1283715	ERR1211464
2i_4_2	ERS1032289	2i	single_cell	2i_4_2	Teichmann_2i_4_2_	ERX1283716	ERR1211465
2i_4_3	ERS1032290	2i	single_cell	2i_4_3	Teichmann_2i_4_3_	ERX1283717	ERR1211466
2i_4_4	ERS1032291	2i	single_cell	2i_4_4	Teichmann_2i_4_4_	ERX1283718	ERR1211467
2i_4_5	ERS1032292	2i	single_cell	2i_4_5	Teichmann_2i_4_5_	ERX1283719	ERR1211468
2i_4_6	ERS1032293	2i	single_cell	2i_4_6	Teichmann_2i_4_6_	ERX1283720	ERR1211469
2i_4_7	ERS1032294	2i	single_cell	2i_4_7	Teichmann_2i_4_7_	ERX1283721	ERR1211470
2i_4_8	ERS1032295	2i	single_cell	2i_4_8	Teichmann_2i_4_8_	ERX1283722	ERR1211471
2i_4_9	ERS1032296	2i	single_cell	2i_4_9	Teichmann_2i_4_9_	ERX1283723	ERR1211472
2i_4_10	ERS1032297	2i	single_cell	2i_4_10	Teichmann_2i_4_10_	ERX1283724	ERR1211473
2i_4_11	ERS1032298	2i	single_cell	2i_4_11	Teichmann_2i_4_11_	ERX1283725	ERR1211474
2i_4_12	ERS1032299	2i	single_cell	2i_4_12	Teichmann_2i_4_12_	ERX1283726	ERR1211475
2i_4_13	ERS1032300	2i	single_cell	2i_4_13	Teichmann_2i_4_13_	ERX1283727	ERR1211476
2i_4_14	ERS1032301	2i	single_cell	2i_4_14	Teichmann_2i_4_14_	ERX1283728	ERR1211477
2i_4_15	ERS1032302	2i	single_cell	2i_4_15	Teichmann_2i_4_15_	ERX1283729	ERR1211478
2i_4_16	ERS1032303	2i	single_cell	2i_4_16	Teichmann_2i_4_16_	ERX1283730	ERR1211479
2i_4_17	ERS1032304	2i	single_cell	2i_4_17	Teichmann_2i_4_17_	ERX1283731	ERR1211480
2i_4_18	ERS1032305	2i	single_cell	2i_4_18	Teichmann_2i_4_18_	ERX1283732	ERR1211481
2i_4_19	ERS1032306	2i	single_cell	2i_4_19	Teichmann_2i_4_19_	ERX1283733	ERR1211482
2i_4_20	ERS1032307	2i	single_cell	2i_4_20	Teichmann_2i_4_20_	ERX1283734	ERR1211483
2i_4_21	ERS1032308	2i	single_cell	2i_4_21	Teichmann_2i_4_21_	ERX1283735	ERR1211484
2i_4_22	ERS1032309	2i	single_cell	2i_4_22	Teichmann_2i_4_22_	ERX1283736	ERR1211485
2i_4_23	ERS1032310	2i	single_cell	2i_4_23	Teichmann_2i_4_23_	ERX1283737	ERR1211486
2i_4_24	ERS1032311	2i	single_cell	2i_4_24	Teichmann_2i_4_24_	ERX1283738	ERR1211487
2i_4_25	ERS1032312	2i	single_cell	2i_4_25	Teichmann_2i_4_25_	ERX1283739	ERR1211488
2i_4_26	ERS1032313	2i	single_cell	2i_4_26	Teichmann_2i_4_26_	ERX1283740	ERR1211489
2i_4_27	ERS1032314	2i	single_cell	2i_4_27	Teichmann_2i_4_27_	ERX1283741	ERR1211490
2i_4_28	ERS1032315	2i	single_cell	2i_4_28	Teichmann_2i_4_28_	ERX1283742	ERR1211491
2i_4_29	ERS1032316	2i	single_cell	2i_4_29	Teichmann_2i_4_29_	ERX1283743	ERR1211492
2i_4_30	ERS1032317	2i	single_cell	2i_4_30	Teichmann_2i_4_30_	ERX1283744	ERR1211493
2i_4_31	ERS1032318	2i	single_cell	2i_4_31	Teichmann_2i_4_31_	ERX1283745	ERR1211494
2i_4_32	ERS1032319	2i	single_cell	2i_4_32	Teichmann_2i_4_32_	ERX1283746	ERR1211495
2i_4_33	ERS1032320	2i	single_cell	2i_4_33	Teichmann_2i_4_33_	ERX1283747	ERR1211496
2i_4_34	ERS1032321	2i	single_cell	2i_4_34	Teichmann_2i_4_34_	ERX1283748	ERR1211497
2i_4_35	ERS1032322	2i	single_cell	2i_4_35	Teichmann_2i_4_35_	ERX1283749	ERR1211498
2i_4_36	ERS1032323	2i	single_cell	2i_4_36	Teichmann_2i_4_36_	ERX1283750	ERR1211499
2i_4_37	ERS1032324	2i	single_cell	2i_4_37	Teichmann_2i_4_37_	ERX1283751	ERR1211500
2i_4_38	ERS1032325	2i	single_cell	2i_4_38	Teichmann_2i_4_38_	ERX1283752	ERR1211501
2i_4_39	ERS1032326	2i	single_cell	2i_4_39	Teichmann_2i_4_39_	ERX1283753	ERR1211502
2i_4_40	ERS1032327	2i	single_cell	2i_4_40	Teichmann_2i_4_40_	ERX1283754	ERR1211503
2i_4_41	ERS1032328	2i	single_cell	2i_4_41	Teichmann_2i_4_41_	ERX1283755	ERR1211504
2i_4_42	ERS1032329	2i	single_cell	2i_4_42	Teichmann_2i_4_42_	ERX1283756	ERR1211505
2i_4_43	ERS1032330	2i	single_cell	2i_4_43	Teichmann_2i_4_43_	ERX1283757	ERR1211506
2i_4_44	ERS1032331	2i	single_cell	2i_4_44	Teichmann_2i_4_44_	ERX1283758	ERR1211507
2i_4_45	ERS1032332	2i	single_cell	2i_4_45	Teichmann_2i_4_45_	ERX1283759	ERR1211508
2i_4_46	ERS1032333	2i	single_cell	2i_4_46	Teichmann_2i_4_46_	ERX1283760	ERR1211509
2i_4_47	ERS1032334	2i	single_cell	2i_4_47	Teichmann_2i_4_47_	ERX1283761	ERR1211510
2i_4_48	ERS1032335	2i	single_cell	2i_4_48	Teichmann_2i_4_48_	ERX1283762	ERR1211511
2i_4_49	ERS1032336	2i	single_cell	2i_4_49	Teichmann_2i_4_49_	ERX1283763	ERR1211512
2i_4_50	ERS1032337	2i	single_cell	2i_4_50	Teichmann_2i_4_50_	ERX1283764	ERR1211513
2i_4_51	ERS1032338	2i	single_cell	2i_4_51	Teichmann_2i_4_51_	ERX1283765	ERR1211514
2i_4_52	ERS1032339	2i	single_cell	2i_4_52	Teichmann_2i_4_52_	ERX1283766	ERR1211515
2i_4_53	ERS1032340	2i	single_cell	2i_4_53	Teichmann_2i_4_53_	ERX1283767	ERR1211516
2i_4_54	ERS1032341	2i	single_cell	2i_4_54	Teichmann_2i_4_54_	ERX1283768	ERR1211517
2i_4_55	ERS1032342	2i	single_cell	2i_4_55	Teichmann_2i_4_55_	ERX1283769	ERR1211518
2i_4_56	ERS1032343	2i	single_cell	2i_4_56	Teichmann_2i_4_56_	ERX1283770	ERR1211519
2i_4_57	ERS1032344	2i	single_cell	2i_4_57	Teichmann_2i_4_57_	ERX1283771	ERR1211520
2i_4_58	ERS1032345	2i	single_cell	2i_4_58	Teichmann_2i_4_58_	ERX1283772	ERR1211521
2i_4_59	ERS1032346	2i	single_cell	2i_4_59	Teichmann_2i_4_59_	ERX1283773	ERR1211522
2i_4_60	ERS1032347	2i	single_cell	2i_4_60	Teichmann_2i_4_60_	ERX1283774	ERR1211523
2i_4_61	ERS1032348	2i	single_cell	2i_4_61	Teichmann_2i_4_61_	ERX1283775	ERR1211524
2i_4_62	ERS1032349	2i	single_cell	2i_4_62	Teichmann_2i_4_62_	ERX1283776	ERR1211525
2i_4_63	ERS1032350	2i	single_cell	2i_4_63	Teichmann_2i_4_63_	ERX1283777	ERR1211526
2i_4_64	ERS1032351	2i	single_cell	2i_4_64	Teichmann_2i_4_64_	ERX1283778	ERR1211527
2i_4_65	ERS1032352	2i	single_cell	2i_4_65	Teichmann_2i_4_65_	ERX1283779	ERR1211528
2i_4_66	ERS1032353	2i	single_cell	2i_4_66	Teichmann_2i_4_66_	ERX1283780	ERR1211529
2i_4_67	ERS1032354	2i	single_cell	2i_4_67	Teichmann_2i_4_67_	ERX1283781	ERR1211530
2i_4_68	ERS1032355	2i	single_cell	2i_4_68	Teichmann_2i_4_68_	ERX1283782	ERR1211531
2i_4_69	ERS1032356	2i	single_cell	2i_4_69	Teichmann_2i_4_69_	ERX1283783	ERR1211532
2i_4_70	ERS1032357	2i	single_cell	2i_4_70	Teichmann_2i_4_70_	ERX1283784	ERR1211533
2i_4_71	ERS1032358	2i	single_cell	2i_4_71	Teichmann_2i_4_71_	ERX1283785	ERR1211534
2i_4_72	ERS1032359	2i	single_cell	2i_4_72	Teichmann_2i_4_72_	ERX1283786	ERR1211535
2i_4_73	ERS1032360	2i	single_cell	2i_4_73	Teichmann_2i_4_73_	ERX1283787	ERR1211536
2i_4_74	ERS1032361	2i	single_cell	2i_4_74	Teichmann_2i_4_74_	ERX1283788	ERR1211537
2i_4_75	ERS1032362	2i	single_cell	2i_4_75	Teichmann_2i_4_75_	ERX1283789	ERR1211538
2i_4_76	ERS1032363	2i	single_cell	2i_4_76	Teichmann_2i_4_76_	ERX1283790	ERR1211539
2i_4_77	ERS1032364	2i	single_cell	2i_4_77	Teichmann_2i_4_77_	ERX1283791	ERR1211540
2i_4_78	ERS1032365	2i	single_cell	2i_4_78	Teichmann_2i_4_78_	ERX1283792	ERR1211541
2i_4_79	ERS1032366	2i	single_cell	2i_4_79	Teichmann_2i_4_79_	ERX1283793	ERR1211542
2i_4_80	ERS1032367	2i	single_cell	2i_4_80	Teichmann_2i_4_80_	ERX1283794	ERR1211543
2i_4_81	ERS1032368	2i	single_cell	2i_4_81	Teichmann_2i_4_81_	ERX1283795	ERR1211544
2i_4_82	ERS1032369	2i	single_cell	2i_4_82	Teichmann_2i_4_82_	ERX1283796	ERR1211545
2i_4_83	ERS1032370	2i	single_cell	2i_4_83	Teichmann_2i_4_83_	ERX1283797	ERR1211546
2i_4_84	ERS1032371	2i	single_cell	2i_4_84	Teichmann_2i_4_84_	ERX1283798	ERR1211547
2i_4_85	ERS1032372	2i	single_cell	2i_4_85	Teichmann_2i_4_85_	ERX1283799	ERR1211548
2i_4_86	ERS1032373	2i	single_cell	2i_4_86	Teichmann_2i_4_86_	ERX1283800	ERR1211549
2i_4_87	ERS1032374	2i	single_cell	2i_4_87	Teichmann_2i_4_87_	ERX1283801	ERR1211550
2i_4_88	ERS1032375	2i	single_cell	2i_4_88	Teichmann_2i_4_88_	ERX1283802	ERR1211551
2i_4_89	ERS1032376	2i	single_cell	2i_4_89	Teichmann_2i_4_89_	ERX1283803	ERR1211552
2i_4_90	ERS1032377	2i	single_cell	2i_4_90	Teichmann_2i_4_90_	ERX1283804	ERR1211553
2i_4_91	ERS1032378	2i	single_cell	2i_4_91	Teichmann_2i_4_91_	ERX1283805	ERR1211554
2i_4_92	ERS1032379	2i	single_cell	2i_4_92	Teichmann_2i_4_92_	ERX1283806	ERR1211555
2i_4_93	ERS1032380	2i	single_cell	2i_4_93	Teichmann_2i_4_93_	ERX1283807	ERR1211556
2i_4_94	ERS1032381	2i	single_cell	2i_4_94	Teichmann_2i_4_94_	ERX1283808	ERR1211557
2i_4_95	ERS1032382	2i	single_cell	2i_4_95	Teichmann_2i_4_95_	ERX1283809	ERR1211558
2i_4_96	ERS1032383	2i	single_cell	2i_4_96	Teichmann_2i_4_96_	ERX1283810	ERR1211559
2i_5_1	ERS1032384	2i	single_cell	2i_5_1	Teichmann_2i_5_1_	ERX1283811	ERR1211560
2i_5_2	ERS1032385	2i	single_cell	2i_5_2	Teichmann_2i_5_2_	ERX1283812	ERR1211561
2i_5_3	ERS1032386	2i	single_cell	2i_5_3	Teichmann_2i_5_3_	ERX1283813	ERR1211562
2i_5_4	ERS1032387	2i	single_cell	2i_5_4	Teichmann_2i_5_4_	ERX1283814	ERR1211563
2i_5_5	ERS1032388	2i	single_cell	2i_5_5	Teichmann_2i_5_5_	ERX1283815	ERR1211564
2i_5_6	ERS1032389	2i	single_cell	2i_5_6	Teichmann_2i_5_6_	ERX1283816	ERR1211565
2i_5_7	ERS1032390	2i	single_cell	2i_5_7	Teichmann_2i_5_7_	ERX1283817	ERR1211566
2i_5_8	ERS1032391	2i	single_cell	2i_5_8	Teichmann_2i_5_8_	ERX1283818	ERR1211567
2i_5_9	ERS1032392	2i	single_cell	2i_5_9	Teichmann_2i_5_9_	ERX1283819	ERR1211568
2i_5_10	ERS1032393	2i	single_cell	2i_5_10	Teichmann_2i_5_10_	ERX1283820	ERR1211569
2i_5_11	ERS1032394	2i	single_cell	2i_5_11	Teichmann_2i_5_11_	ERX1283821	ERR1211570
2i_5_12	ERS1032395	2i	single_cell	2i_5_12	Teichmann_2i_5_12_	ERX1283822	ERR1211571
2i_5_13	ERS1032396	2i	single_cell	2i_5_13	Teichmann_2i_5_13_	ERX1283823	ERR1211572
2i_5_14	ERS1032397	2i	single_cell	2i_5_14	Teichmann_2i_5_14_	ERX1283824	ERR1211573
2i_5_15	ERS1032398	2i	single_cell	2i_5_15	Teichmann_2i_5_15_	ERX1283825	ERR1211574
2i_5_16	ERS1032399	2i	single_cell	2i_5_16	Teichmann_2i_5_16_	ERX1283826	ERR1211575
2i_5_17	ERS1032400	2i	single_cell	2i_5_17	Teichmann_2i_5_17_	ERX1283827	ERR1211576
2i_5_18	ERS1032401	2i	single_cell	2i_5_18	Teichmann_2i_5_18_	ERX1283828	ERR1211577
2i_5_19	ERS1032402	2i	single_cell	2i_5_19	Teichmann_2i_5_19_	ERX1283829	ERR1211578
2i_5_20	ERS1032403	2i	single_cell	2i_5_20	Teichmann_2i_5_20_	ERX1283830	ERR1211579
2i_5_21	ERS1032404	2i	single_cell	2i_5_21	Teichmann_2i_5_21_	ERX1283831	ERR1211580
2i_5_22	ERS1032405	2i	single_cell	2i_5_22	Teichmann_2i_5_22_	ERX1283832	ERR1211581
2i_5_23	ERS1032406	2i	single_cell	2i_5_23	Teichmann_2i_5_23_	ERX1283833	ERR1211582
