Source Name	ERS	Type	MaterialType	ExtractName	AssayName	ERX	ERR
serum1_63	ERS470962	serum	single_cell	serum1_63	Teichmann_serum1_63_	ERX488138	ERR523008
serum1_59	ERS471238	serum	single_cell	serum1_59	Teichmann_serum1_59_	ERX488414	ERR523009
serum1_62	ERS471213	serum	single_cell	serum1_62	Teichmann_serum1_62_	ERX488389	ERR523010
serum2_84	ERS471141	serum	single_cell	serum2_84	Teichmann_serum2_84_	ERX488317	ERR523011
a2i_96	ERS471157	a2i	single_cell	a2i_96	Teichmann_a2i_2_96_	ERX488333	ERR523012
a2i_92	ERS471146	a2i	single_cell	a2i_92	Teichmann_a2i_2_92_	ERX488322	ERR523013
a2i_73	ERS470993	a2i	single_cell	a2i_73	Teichmann_a2i_2_73_	ERX488169	ERR523014
a2i_69	ERS471043	a2i	single_cell	a2i_69	Teichmann_a2i_2_69_	ERX488219	ERR523015
a2i_45	ERS471257	a2i	single_cell	a2i_45	Teichmann_a2i_2_45_	ERX488433	ERR523016
serum2_22	ERS470947	serum	single_cell	serum2_22	Teichmann_serum2_22_	ERX488123	ERR523017
a2i_25	ERS470974	a2i	single_cell	a2i_25	Teichmann_a2i_2_25_	ERX488150	ERR523018
serum1_75	ERS471198	serum	single_cell	serum1_75	Teichmann_serum1_75_	ERX488374	ERR523019
2i_6	ERS471199	2i	single_cell	2i_6	Teichmann_2i_2_6_	ERX488375	ERR523020
serum1_3	ERS471055	serum	single_cell	serum1_3	Teichmann_serum1_3_	ERX488231	ERR523021
a2i_23	ERS470992	a2i	single_cell	a2i_23	Teichmann_a2i_2_23_	ERX488168	ERR523022
serum1_22	ERS471136	serum	single_cell	serum1_22	Teichmann_serum1_22_	ERX488312	ERR523023
serum2_64	ERS470888	serum	single_cell	serum2_64	Teichmann_serum2_64_	ERX488064	ERR523024
a2i_74	ERS471130	a2i	single_cell	a2i_74	Teichmann_a2i_2_74_	ERX488306	ERR523025
serum2_49	ERS470882	serum	single_cell	serum2_49	Teichmann_serum2_49_	ERX488058	ERR523026
serum2_bulk	ERS471180	serum_bulk	cells	serum2_bulk	Teichmann_serum2_bulk_	ERX488356	ERR523027
serum1_77	ERS471001	serum	single_cell	serum1_77	Teichmann_serum1_77_	ERX488177	ERR523028
2i_41	ERS471226	2i	single_cell	2i_41	Teichmann_2i_2_41_	ERX488402	ERR523029
a2i_57	ERS471192	a2i	single_cell	a2i_57	Teichmann_a2i_2_57_	ERX488368	ERR523030
2i_29	ERS471093	2i	single_cell	2i_29	Teichmann_2i_2_29_	ERX488269	ERR523031
serum2_18	ERS470965	serum	single_cell	serum2_18	Teichmann_serum2_18_	ERX488141	ERR523032
serum1_1	ERS470887	serum	single_cell	serum1_1	Teichmann_serum1_1_	ERX488063	ERR523033
a2i_41	ERS470903	a2i	single_cell	a2i_41	Teichmann_a2i_2_41_	ERX488079	ERR523034
2i_93	ERS470976	2i	single_cell	2i_93	Teichmann_2i_2_93_	ERX488152	ERR523035
serum2_56	ERS471214	serum	single_cell	serum2_56	Teichmann_serum2_56_	ERX488390	ERR523036
2i_33	ERS470922	2i	single_cell	2i_33	Teichmann_2i_2_33_	ERX488098	ERR523037
serum1_5	ERS471241	serum	single_cell	serum1_5	Teichmann_serum1_5_	ERX488417	ERR523038
serum2_80	ERS470989	serum	single_cell	serum2_80	Teichmann_serum2_80_	ERX488165	ERR523039
2i_75	ERS471139	2i	single_cell	2i_75	Teichmann_2i_2_75_	ERX488315	ERR523040
a2i_63	ERS471237	a2i	single_cell	a2i_63	Teichmann_a2i_2_63_	ERX488413	ERR523041
a2i_31	ERS470913	a2i	single_cell	a2i_31	Teichmann_a2i_2_31_	ERX488089	ERR523042
serum1_31	ERS471156	serum	single_cell	serum1_31	Teichmann_serum1_31_	ERX488332	ERR523043
a2i_81	ERS471111	a2i	single_cell	a2i_81	Teichmann_a2i_2_81_	ERX488287	ERR523044
a2i_87	ERS471091	a2i	single_cell	a2i_87	Teichmann_a2i_2_87_	ERX488267	ERR523045
2i_13	ERS471227	2i	single_cell	2i_13	Teichmann_2i_2_13_	ERX488403	ERR523046
serum1_19	ERS470988	serum	single_cell	serum1_19	Teichmann_serum1_19_	ERX488164	ERR523047
a2i_76	ERS471036	a2i	single_cell	a2i_76	Teichmann_a2i_2_76_	ERX488212	ERR523048
a2i_95	ERS471078	a2i	single_cell	a2i_95	Teichmann_a2i_2_95_	ERX488254	ERR523049
serum2_6	ERS470892	serum	single_cell	serum2_6	Teichmann_serum2_6_	ERX488068	ERR523050
2i_91	ERS471200	2i	single_cell	2i_91	Teichmann_2i_2_91_	ERX488376	ERR523051
a2i_80	ERS471201	a2i	single_cell	a2i_80	Teichmann_a2i_2_80_	ERX488377	ERR523052
serum1_40	ERS470964	serum	single_cell	serum1_40	Teichmann_serum1_40_	ERX488140	ERR523053
a2i_55	ERS470951	a2i	single_cell	a2i_55	Teichmann_a2i_2_55_	ERX488127	ERR523054
a2i_64	ERS471137	a2i	single_cell	a2i_64	Teichmann_a2i_2_64_	ERX488313	ERR523055
serum2_92	ERS470919	serum	single_cell	serum2_92	Teichmann_serum2_92_	ERX488095	ERR523056
a2i_43	ERS471058	a2i	single_cell	a2i_43	Teichmann_a2i_2_43_	ERX488234	ERR523057
a2i_89	ERS471067	a2i	single_cell	a2i_89	Teichmann_a2i_2_89_	ERX488243	ERR523058
2i_72	ERS470960	2i	single_cell	2i_72	Teichmann_2i_2_72_	ERX488136	ERR523059
2i_34	ERS470958	2i	single_cell	2i_34	Teichmann_2i_2_34_	ERX488134	ERR523060
serum1_92	ERS470977	serum	single_cell	serum1_92	Teichmann_serum1_92_	ERX488153	ERR523061
serum2_57	ERS470889	serum	single_cell	serum2_57	Teichmann_serum2_57_	ERX488065	ERR523062
2i_76	ERS471029	2i	single_cell	2i_76	Teichmann_2i_2_76_	ERX488205	ERR523063
2i_96	ERS470948	2i	single_cell	2i_96	Teichmann_2i_2_96_	ERX488124	ERR523064
a2i_8	ERS471105	a2i	single_cell	a2i_8	Teichmann_a2i_2_8_	ERX488281	ERR523065
2i_52	ERS471037	2i	single_cell	2i_52	Teichmann_2i_2_52_	ERX488213	ERR523066
a2i_86	ERS471165	a2i	single_cell	a2i_86	Teichmann_a2i_2_86_	ERX488341	ERR523067
a2i_72	ERS471057	a2i	single_cell	a2i_72	Teichmann_a2i_2_72_	ERX488233	ERR523068
serum1_42	ERS471170	serum	single_cell	serum1_42	Teichmann_serum1_42_	ERX488346	ERR523069
serum2_50	ERS471158	serum	single_cell	serum2_50	Teichmann_serum2_50_	ERX488334	ERR523070
serum1_29	ERS471015	serum	single_cell	serum1_29	Teichmann_serum1_29_	ERX488191	ERR523071
2i_49	ERS470961	2i	single_cell	2i_49	Teichmann_2i_2_49_	ERX488137	ERR523072
2i_85	ERS470923	2i	single_cell	2i_85	Teichmann_2i_2_85_	ERX488099	ERR523073
a2i_5	ERS470905	a2i	single_cell	a2i_5	Teichmann_a2i_2_5_	ERX488081	ERR523074
serum2_24	ERS471039	serum	single_cell	serum2_24	Teichmann_serum2_24_	ERX488215	ERR523075
serum2_61	ERS471045	serum	single_cell	serum2_61	Teichmann_serum2_61_	ERX488221	ERR523076
serum2_2	ERS471194	serum	single_cell	serum2_2	Teichmann_serum2_2_	ERX488370	ERR523077
a2i_20	ERS471120	a2i	single_cell	a2i_20	Teichmann_a2i_2_20_	ERX488296	ERR523078
a2i_60	ERS471155	a2i	single_cell	a2i_60	Teichmann_a2i_2_60_	ERX488331	ERR523079
2i_80	ERS471092	2i	single_cell	2i_80	Teichmann_2i_2_80_	ERX488268	ERR523080
serum2_82	ERS471221	serum	single_cell	serum2_82	Teichmann_serum2_82_	ERX488397	ERR523081
serum1_67	ERS471047	serum	single_cell	serum1_67	Teichmann_serum1_67_	ERX488223	ERR523082
serum1_56	ERS471087	serum	single_cell	serum1_56	Teichmann_serum1_56_	ERX488263	ERR523083
2i_23	ERS470990	2i	single_cell	2i_23	Teichmann_2i_2_23_	ERX488166	ERR523084
serum1_33	ERS470879	serum	single_cell	serum1_33	Teichmann_serum1_33_	ERX488055	ERR523085
serum1_37	ERS471042	serum	single_cell	serum1_37	Teichmann_serum1_37_	ERX488218	ERR523086
serum2_44	ERS471131	serum	single_cell	serum2_44	Teichmann_serum2_44_	ERX488307	ERR523087
serum1_72	ERS470942	serum	single_cell	serum1_72	Teichmann_serum1_72_	ERX488118	ERR523088
serum2_14	ERS471172	serum	single_cell	serum2_14	Teichmann_serum2_14_	ERX488348	ERR523089
2i_73	ERS470920	2i	single_cell	2i_73	Teichmann_2i_2_73_	ERX488096	ERR523090
serum1_94	ERS470986	serum	single_cell	serum1_94	Teichmann_serum1_94_	ERX488162	ERR523091
2i_56	ERS471097	2i	single_cell	2i_56	Teichmann_2i_2_56_	ERX488273	ERR523092
serum1_bulk	ERS471220	serum_bulk	cells	serum1_bulk	Teichmann_serum1_bulk_	ERX488396	ERR523093
serum2_72	ERS471113	serum	single_cell	serum2_72	Teichmann_serum2_72_	ERX488289	ERR523094
a2i_79	ERS471212	a2i	single_cell	a2i_79	Teichmann_a2i_2_79_	ERX488388	ERR523095
a2i_1_bulk	ERS471064	a2i_bulk	cells	a2i_1_bulk	Teichmann_ai2_1_bulk_	ERX488240	ERR523096
2i_88	ERS471014	2i	single_cell	2i_88	Teichmann_2i_2_88_	ERX488190	ERR523097
a2i_65	ERS471076	a2i	single_cell	a2i_65	Teichmann_a2i_2_65_	ERX488252	ERR523098
serum1_24	ERS470963	serum	single_cell	serum1_24	Teichmann_serum1_24_	ERX488139	ERR523099
2i_77	ERS470880	2i	single_cell	2i_77	Teichmann_2i_2_77_	ERX488056	ERR523100
a2i_37	ERS471223	a2i	single_cell	a2i_37	Teichmann_a2i_2_37_	ERX488399	ERR523101
serum2_95	ERS471046	serum	single_cell	serum2_95	Teichmann_serum2_95_	ERX488222	ERR523102
a2i_9	ERS470950	a2i	single_cell	a2i_9	Teichmann_a2i_2_9_	ERX488126	ERR523103
serum2_16	ERS471204	serum	single_cell	serum2_16	Teichmann_serum2_16_	ERX488380	ERR523104
serum2_65	ERS470957	serum	single_cell	serum2_65	Teichmann_serum2_65_	ERX488133	ERR523105
serum2_8	ERS471178	serum	single_cell	serum2_8	Teichmann_serum2_8_	ERX488354	ERR523106
serum2_33	ERS471114	serum	single_cell	serum2_33	Teichmann_serum2_33_	ERX488290	ERR523107
a2i_36	ERS471002	a2i	single_cell	a2i_36	Teichmann_a2i_2_36_	ERX488178	ERR523108
serum2_66	ERS471052	serum	single_cell	serum2_66	Teichmann_serum2_66_	ERX488228	ERR523109
a2i_52	ERS471203	a2i	single_cell	a2i_52	Teichmann_a2i_2_52_	ERX488379	ERR523110
2i_1	ERS471009	2i	single_cell	2i_1	Teichmann_2i_2_1_	ERX488185	ERR523111
serum2_29	ERS471123	serum	single_cell	serum2_29	Teichmann_serum2_29_	ERX488299	ERR523112
2i_36	ERS471168	2i	single_cell	2i_36	Teichmann_2i_2_36_	ERX488344	ERR523113
serum2_41	ERS470928	serum	single_cell	serum2_41	Teichmann_serum2_41_	ERX488104	ERR523114
a2i_21	ERS470929	a2i	single_cell	a2i_21	Teichmann_a2i_2_21_	ERX488105	ERR523115
serum2_70	ERS471021	serum	single_cell	serum2_70	Teichmann_serum2_70_	ERX488197	ERR523116
serum1_53	ERS470967	serum	single_cell	serum1_53	Teichmann_serum1_53_	ERX488143	ERR523117
2i_86	ERS471243	2i	single_cell	2i_86	Teichmann_2i_2_86_	ERX488419	ERR523118
serum2_85	ERS471024	serum	single_cell	serum2_85	Teichmann_serum2_85_	ERX488200	ERR523119
a2i_2	ERS471016	a2i	single_cell	a2i_2	Teichmann_a2i_2_2_	ERX488192	ERR523120
serum2_19	ERS471249	serum	single_cell	serum2_19	Teichmann_serum2_19_	ERX488425	ERR523121
a2i_1	ERS470934	a2i	single_cell	a2i_1	Teichmann_a2i_2_1_	ERX488110	ERR523122
serum2_96	ERS470959	serum	single_cell	serum2_96	Teichmann_serum2_96_	ERX488135	ERR523123
2i_66	ERS471147	2i	single_cell	2i_66	Teichmann_2i_2_66_	ERX488323	ERR523124
2i_62	ERS471126	2i	single_cell	2i_62	Teichmann_2i_2_62_	ERX488302	ERR523125
2i_21	ERS471187	2i	single_cell	2i_21	Teichmann_2i_2_21_	ERX488363	ERR523126
serum2_1	ERS471253	serum	single_cell	serum2_1	Teichmann_serum2_1_	ERX488429	ERR523127
serum1_44	ERS470981	serum	single_cell	serum1_44	Teichmann_serum1_44_	ERX488157	ERR523128
serum1_17	ERS471217	serum	single_cell	serum1_17	Teichmann_serum1_17_	ERX488393	ERR523129
2i_42	ERS470890	2i	single_cell	2i_42	Teichmann_2i_2_42_	ERX488066	ERR523130
serum1_54	ERS471252	serum	single_cell	serum1_54	Teichmann_serum1_54_	ERX488428	ERR523131
serum2_21	ERS471246	serum	single_cell	serum2_21	Teichmann_serum2_21_	ERX488422	ERR523132
a2i_93	ERS471247	a2i	single_cell	a2i_93	Teichmann_a2i_2_93_	ERX488423	ERR523133
